key,source_record_id,name,organization_type,roles,itp_id,details,caltrans_district,website,reporting_category,hubspot_company_record_id,gtfs_static_status,gtfs_realtime_status,_deprecated__assessment_status,manual_check__contact_on_website,alias,is_public_entity,ntd_id,public_currently_operating,public_currently_operating_fixed_route,_is_current,_valid_from,_valid_to
c94c49e21a8ee2e6716fb0194f64cde0,recaBKK3NlO5CMsyD,,,[],,,,,,,Static OK,RT Incomplete,,,[],,,,,false,2022-07-08 00:00:00.000000 UTC,2022-07-08 23:59:59.999999 UTC
536256e13e6a90d0ab5a72a17484d756,reci6D14cTTXA4GsG,,,[],,,,,,,Static OK,RT Incomplete,,,[],,,,,false,2022-09-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
728c79b2b4f30f00fab2d1809dc7eaae,recFwTA2CJkcSZBUU,,,[],,,,,,,Static OK,RT Incomplete,,,[],,,,,false,2022-09-23 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
513a305881225a44acfebc91f22d8f80,reci6D14cTTXA4GsG,,,[],,,,,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-10-24 23:59:59.999999 UTC
e4524bd70b6a3c768976441b281f3b06,recFwTA2CJkcSZBUU,,,[],,,,,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-10-24 23:59:59.999999 UTC
7fa7bc1c3e8310fb3e3a46af2c6fb2ed,recsupkiKC6Y6fFfV,DAV,Non-Profit Organization,[],,"DAV operates a fleet of vehicles around the country to provide free transportation to VA medical facilities for injured and ill veterans. DAV stepped in to help veterans get the care they need when the federal government terminated its program that helped many of them pay for transportation to and from medical facilities. The vans are driven by volunteers, and the rides coordinated by more than 155 Hospital Service Coordinators around the country.

Since the program’s inception in 1987, DAV departments and chapters have donated 3,558 vehicles and Ford Motor Co. has donated 239 vehicles at a cost of nearly $89 million.",,https://www.dav.org/veterans/i-need-a-ride/,,,Static OK,RT Incomplete,,Unknown,[Disabled Veterans of America],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
40056e11edb76fc64963a0d665c2ddbe,recsupkiKC6Y6fFfV,DAV,Non-Profit Organization,[],,"DAV operates a fleet of vehicles around the country to provide free transportation to VA medical facilities for injured and ill veterans. DAV stepped in to help veterans get the care they need when the federal government terminated its program that helped many of them pay for transportation to and from medical facilities. The vans are driven by volunteers, and the rides coordinated by more than 155 Hospital Service Coordinators around the country.

Since the program’s inception in 1987, DAV departments and chapters have donated 3,558 vehicles and Ford Motor Co. has donated 239 vehicles at a cost of nearly $89 million.",,https://www.dav.org/veterans/i-need-a-ride/,,,Static OK,RT Incomplete,,,[Disabled Veterans of America],,,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
ba616f20f9f2273a41582775240379dd,recCr2gmWndkOLMp9,FIS,Company,[],,,,,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
825cff32d9c4f1a6608ef3a4d49a3d2e,recCr2gmWndkOLMp9,FIS,Company,[],,,,,,,Static OK,RT Incomplete,,,[],,,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
a68869a2d3a2cce2b597cb3b39ef794a,recmCZYY7aXn5MS9b,IBI,Company,[],,,,,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
0ac7893af5a84f3de2824edf31b67934,recmCZYY7aXn5MS9b,IBI,Company,[],,,,,,,Static OK,RT Incomplete,,,[],,,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
5870e82d2126af799f06822abe665be8,recEN9M5vpVOk2JRI,SAP,Company,[],,,,crystalreports.com,,,Static OK,RT Incomplete,,,[],,,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
cb9d749592588c3c7d49713297ab1d0f,recEN9M5vpVOk2JRI,SAP,Company,[],,,,crystalreports.com,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
44d034edb5d30c7fde3084a88598d075,recIAaOHjseoeNpTx,UTA,Company,[],,,,http://www.utatransit.net/,,,Static OK,RT Incomplete,,,[],,,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
7bef4e84ec261d5e6dacd420a6d69f76,recIAaOHjseoeNpTx,UTA,Company,[],,,,http://www.utatransit.net/,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
d768c936634beab361f931b8be88ce60,recveQ8PTsiKdT7RU,Aina,Company,[],,,,https://www.ainaptt.com/,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
b609f3689f61673ccb132985eee1935b,recveQ8PTsiKdT7RU,Aina,Company,[],,,,https://www.ainaptt.com/,,,Static OK,RT Incomplete,,,[],,,,,false,2022-09-22 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
13c13b2e689c08578087f64cd6365cd0,recFxo0ycmjlmyKCf,DASH,,[],,,,,,,Static OK,RT Incomplete,,,[],,,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
e741656c97ed0dc38593cfacabf0942f,recFxo0ycmjlmyKCf,DASH,,[],,,,,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
44b7acdb21d985663ee4dd0eea1ac1dd,recqNWhsEzv1aN2hr,Ford,,[],0,,,,,,Static OK,RT Incomplete,,,[],,,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
1696ac877b5993bc46cd29b20865fe6f,recqNWhsEzv1aN2hr,Ford,,[],0,,,,,10203608108,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-11-30 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
c9d6c3456df46e6a0d2be985e94c9518,recqNWhsEzv1aN2hr,Ford,,[],0,,,,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-11-29 23:59:59.999999 UTC
34c7d5b5f0f93a62039038db3a819056,rechioYJfbSnMyqP6,HBSS,Company,[],,,,https://qryde.com/,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
44c3fe4997c638009a3f4d0cefef9393,rechioYJfbSnMyqP6,HBSS,Company,[],,,,https://qryde.com/,,,Static OK,RT Incomplete,,,[],,,,,false,2022-09-22 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
5482b459b569225a08baa6263c5b33c7,rectgPDY2hGDr9gPS,Kuba,Company,[],,,,https://www.kubapay.com/en/,,,Static OK,RT Incomplete,,,[],,,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
f769cd569c69c836c213c6fa0a9948c6,rectgPDY2hGDr9gPS,Kuba,Company,[],,,,https://www.kubapay.com/en/,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
d590976751e4d1072398a05911459a08,recVsWcxFlD0v13l0,ARINC,Company,[],,,,,,,Static OK,RT Incomplete,,,[],,,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
c2cc52d79a93bbda5085ade5fba04802,recVsWcxFlD0v13l0,ARINC,Company,[],,,,,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
848abefeb5d739e0520ab84488087be0,recjtu4vBQ02CuOBm,Apple,Company,[],,,,apple.com,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-11-18 23:59:59.999999 UTC
6d0d7f9717ce69eb8f82a71b41a2636f,recjtu4vBQ02CuOBm,Apple,Company,[],,,,apple.com,,,Static OK,RT Incomplete,,,[],,,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
f5c3052869eaf272b694133365dee871,recjtu4vBQ02CuOBm,Apple,Company,[],,,,apple.com,,8566857374,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-11-19 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
a57243b8b222fe5553a76607a86e1c19,recYoeCjBPhCSYfBN,Cubic,Company,[],,,,,,,Static OK,RT Incomplete,,,[],,,,,false,2022-08-20 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
fb787e9daf301bafff700f6ee3a0b0d1,recYoeCjBPhCSYfBN,Cubic,Company,[],,,,,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-27 00:00:00.000000 UTC,2022-11-18 23:59:59.999999 UTC
6bf340fb5971e476ada883919d849dd5,recYoeCjBPhCSYfBN,Cubic,Company,[],,,,,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-10-20 23:59:59.999999 UTC
ed50e66465b1ac894f34f0662599f798,recYoeCjBPhCSYfBN,Cubic,Company,[],,,,,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-21 00:00:00.000000 UTC,2022-10-26 23:59:59.999999 UTC
96ff1f23971b644225787f972e04ce9f,recYoeCjBPhCSYfBN,Cubic,Company,[],,,,,,8567028091,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-11-19 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
4fe9065cb5b14312e31a1a05bf4bdc15,recYoeCjBPhCSYfBN,Cubic,Company,[],,,,,,,Static OK,RT Incomplete,,,[],,,,,false,2022-06-29 00:00:00.000000 UTC,2022-08-19 23:59:59.999999 UTC
48df2724d417435cb1cfee25209ce438,recPdbgrMVPuvswbl,Nixle,Company,[],,,,https://www.nixle.com/,,,Static OK,RT Incomplete,,,[],,,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
1a5d908f8439dadadba80fd078708168,recPdbgrMVPuvswbl,Nixle,Company,[],,,,https://www.nixle.com/,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
9603ec982c27eae9ab0b6896d12910e5,recQRoE5mcCn6kdti,POINT,,[],487,,,https://www.oregon-point.com/,,10204129679,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-11-30 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
edb331424d9361756bae82cccd775aec,recQRoE5mcCn6kdti,POINT,,[],487,,,https://www.oregon-point.com/,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-21 00:00:00.000000 UTC,2022-11-29 23:59:59.999999 UTC
9013f26a31d8202a2b10a03fdae6e75c,recZIY0KlvSQx7kp3,Zebra,Company,[],,,,https://www.zebra.com/,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
ab0c46d40c5af6b666d6cd1362263aea,recZIY0KlvSQx7kp3,Zebra,Company,[],,,,https://www.zebra.com/,,,Static OK,RT Incomplete,,,[],,,,,false,2022-09-23 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
1f837c1be973a47c37f1605f2f7b58ac,recKsb5FnJy70up78,Amtrak,Federal Government,[],13,,03 - Marysville,https://www.amtrak.com/home,Other Public Transit,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-11-18 23:59:59.999999 UTC
09772a5b6d2647c3a49a7e775f745cd8,recKsb5FnJy70up78,Amtrak,Federal Government,[],13,,03 - Marysville,,Other Public Transit,,Static OK,RT Incomplete,,,[],,,,,false,2022-06-29 00:00:00.000000 UTC,2022-07-26 23:59:59.999999 UTC
d3bd625bbbc995336c03f98774cee83a,recKsb5FnJy70up78,Amtrak,Federal Government,[],13,,03 - Marysville,https://www.amtrak.com/home,Other Public Transit,,Static OK,RT Incomplete,,,[],,,,,false,2022-07-27 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
669cc26a072341560e76c0a105ede694,recKsb5FnJy70up78,Amtrak,Federal Government,[],13,,03 - Marysville,https://www.amtrak.com/home,Other Public Transit,1880784487,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-11-19 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
6b16216267231ebf88ccc208bfd93a0e,recr753Ulhe59RHHu,Elavon,Company,[],,,,https://www.elavon.com/index.html,,8499920562,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-11-19 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
db1e7f5259347eaa716959e49fc0986b,recr753Ulhe59RHHu,Elavon,Company,[],,,,https://www.elavon.com/index.html,,,Static OK,RT Incomplete,,,[],,,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
832952ce839cf28a07abbfd637d6242a,recr753Ulhe59RHHu,Elavon,Company,[],,,,https://www.elavon.com/index.html,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-11-18 23:59:59.999999 UTC
baa595f95b6a11cbf8e2f35d58f8f856,recKPFFUM5tpF6tn5,Fiserv,Company,[],,,,https://www.fiserv.com/,,,Static OK,RT Incomplete,,,[],,,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
97ef61020a4dd70ae12bd131f384ef97,recKPFFUM5tpF6tn5,Fiserv,Company,[],,,,https://www.fiserv.com/,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-11-18 23:59:59.999999 UTC
df009ba89687bdfd38aba35c6fd26656,recKPFFUM5tpF6tn5,Fiserv,Company,[],,,,https://www.fiserv.com/,,8566924643,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-11-19 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
7e1d80a0036d9ba8f53488c3d9e42aa0,recOO8NLOpJhUf1PZ,Google,Company,[],,,04 - Oakland,www.google.com,Other Transit,8567080885,Static Incomplete,RT Incomplete,,Unknown,[],,,,,false,2022-11-19 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
d94089c47012cd5964a7e2313d5221af,recOO8NLOpJhUf1PZ,Google,Company,[],,,04 - Oakland,www.google.com,Other Transit,,Static Incomplete,RT Incomplete,,,[],,,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
5c45139abffe098c49afb0167f358b3d,recOO8NLOpJhUf1PZ,Google,Company,[],,,04 - Oakland,www.google.com,Other Transit,,Static Incomplete,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-11-18 23:59:59.999999 UTC
d0f7181d2c29a3ad35fc4a0b1fcd6d5c,recIoJLhUb2SgGreh,Hobnob,Company,[],,,,,,,Static OK,RT Incomplete,,,[],,,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
221de7f064b670789eff4aa7458469b9,recIoJLhUb2SgGreh,Hobnob,Company,[],,,,,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
910dc9b9da68a9d0846885ae68c61e35,recRMcjshovmwUpig,Hytera,Company,[],,,,https://www.hytera.us/,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
27f3bf10bb9088af3078d150fcbe4746,recRMcjshovmwUpig,Hytera,Company,[],,,,https://www.hytera.us/,,,Static OK,RT Incomplete,,,[],,,,,false,2022-09-22 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
cfb8c587b5c024adf3a7596531198729,recr4lactwgSpGf1F,Masabi,Company,[],,,,https://www.masabi.com/,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-11-18 23:59:59.999999 UTC
d2529f11377735db48ca53471b7283b1,recr4lactwgSpGf1F,Masabi,Company,[],,,,https://www.masabi.com/,,,Static OK,RT Incomplete,,,[],,,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
0deabbfbce245c75d59ac2291edcad76,recr4lactwgSpGf1F,Masabi,Company,[],,,,https://www.masabi.com/,,8566942261,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-11-19 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
9e56d8a1fbaddcc9d2dc5d65b512bd51,reckLcxgjOtIfhNl3,Moovel,Company,[],,,,,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
502323a52324f94f5ba09581f70f3d1f,reckLcxgjOtIfhNl3,Moovel,Company,[],,,,,,,Static OK,RT Incomplete,,,[],,,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
bf0ac60775999eff62928f25ac263314,recc7zwmIPZOv9k1K,On Lok,Non-Profit Organization,[],,,,https://onlok.org/,,8566774331,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-11-19 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
62c0eae8669f54669025bc11705cc356,recc7zwmIPZOv9k1K,On Lok,Non-Profit Organization,[],,,,https://onlok.org/,,,Static OK,RT Incomplete,,,[],,,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
e26adce9bf031abd0c02ff01b6340423,recc7zwmIPZOv9k1K,On Lok,Non-Profit Organization,[],,,,https://onlok.org/,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-11-18 23:59:59.999999 UTC
e7bd7321d708a09d22b561587196d62b,recgUyVPkimiIL1yV,PlanIt,Company,[],,"Swedish company serving the Nordics.

PLANit develops management software systems for demand-responsive passenger transport services (Demand-Responsive Transport – DRT) that ensure everyone has the freedom to move around. Our solutions make managing complex data and processes simpler and more cost-effective for transport operators, authorities and taxi companies – on more than 8 million DRT trips annually.",,https://www.planit.se/en/,,,Static OK,RT Incomplete,,,[],,,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
43d72311564d55a826a9c9da0b107ace,recgUyVPkimiIL1yV,PlanIt,Company,[],,"Swedish company serving the Nordics.

PLANit develops management software systems for demand-responsive passenger transport services (Demand-Responsive Transport – DRT) that ensure everyone has the freedom to move around. Our solutions make managing complex data and processes simpler and more cost-effective for transport operators, authorities and taxi companies – on more than 8 million DRT trips annually.",,https://www.planit.se/en/,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
713c32b261631831085d05c6934239f0,recgnClbCUy43Fu2d,Sprint,Company,[],,,,,,,Static OK,RT Incomplete,,,[],,,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
fcce7a9b31c469db9c0fbbd62a789c80,recgnClbCUy43Fu2d,Sprint,Company,[],,,,,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
09f2168e9e5b522b9929c9da626616dc,rec0aNploxWC6flFf,Tufesa,Company,[],477,,04 - Oakland,http://www.tufesabus.com/,Other Transit,,Static Incomplete,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-11-29 23:59:59.999999 UTC
b87696452a853a212fc47a6f07323a74,rec0aNploxWC6flFf,Tufesa,Company,[],477,,04 - Oakland,http://www.tufesabus.com/,Other Transit,,Static Incomplete,RT Incomplete,,,[],,,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
991dfea36db767e9d9720c67da0335b7,rec0aNploxWC6flFf,Tufesa,Company,[],477,,04 - Oakland,http://www.tufesabus.com/,Other Transit,10204129587,Static Incomplete,RT Incomplete,,Unknown,[],,,,,false,2022-11-30 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
f7a16c28eca9e71ab9832968e37263cc,recftWVwSQypOCFKK,VenTek,Company,[],,,,https://ventek-intl.com/,,,Static OK,RT Incomplete,,,[],,,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
2f16c91bfe1c352da84f260d07f97d89,recftWVwSQypOCFKK,VenTek,Company,[],,,,https://ventek-intl.com/,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
f7413b0a77e303634e62c16311f5bb6e,recvRZh1f4pZpQBkU,Wabtec,Company,[],,,,,,,Static OK,RT Incomplete,,,[],,,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
2e89ddaac52da3ab0e09ca2b60695747,recvRZh1f4pZpQBkU,Wabtec,Company,[],,,,,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
5d3c03df7b8418d24b35598afd4337a4,recOZKSJSLaQHUv6R,Cittati,Company,[],,Brazilian Company providing Real-time bus fleet management,,https://cittati.com.br/,,,Static OK,RT Incomplete,,,[],,,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
5f9ee2fa775a6ff1e3dff8a308e9a27d,recOZKSJSLaQHUv6R,Cittati,Company,[],,Brazilian Company providing Real-time bus fleet management,,https://cittati.com.br/,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
ad00ace70091859702f08e9ba654cbad,reczaDLiG9I5YbQt3,Cityway,Company,[],,,,https://cityway.io/,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-11-18 23:59:59.999999 UTC
6c198b3787c7997ec9f7aaafd967aef9,reczaDLiG9I5YbQt3,Cityway,Company,[],,,,https://cityway.io/,,8499862791,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-11-19 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
bbb3a66647c10295e4f9713cbea4712b,reczaDLiG9I5YbQt3,Cityway,Company,[],,,,https://cityway.io/,,,Static OK,RT Incomplete,,,[],,,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
38d18c57f37642d793c03f7e31d8c9d4,recljYoJIUbrQYH3q,Ecolane,Company,[],,,,https://www.ecolane.com/,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
f4948391b2df88eba82b187e7ad7531a,recljYoJIUbrQYH3q,Ecolane,Company,[],,,,https://www.ecolane.com/,,,Static OK,RT Incomplete,,,[],,,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
fa1dd81ff4225d7c6e31ae7bf8ac333c,recJ1X2WzLaLeqDIg,Eyeride,Company,[],,,,https://eyeride.io/,,,Static OK,RT Incomplete,,,[],,,,,false,2022-09-22 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
c91023b56d51b69f821997c5f47931d9,recJ1X2WzLaLeqDIg,Eyeride,Company,[],,,,https://eyeride.io/,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
3affd6bd4ffe04c924f16b97512b4a8b,recEm0P5zmKExpc7p,FlixBus,Company,[],,Private Long-Haul Bus operator.,,https://www.flixbus.com/,Other Transit,,Static Incomplete,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
fd3ee900f757565303351f7c404baf1f,recEm0P5zmKExpc7p,FlixBus,Company,[],,Private Long-Haul Bus operator.,,https://www.flixbus.com/,Other Transit,,Static Incomplete,RT Incomplete,,,[],,,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
ef4e4d639cf5d9041c23d4c29cb7c10d,recHzkCdwMGujiJWO,Genfare,Company,[],,,,https://www.genfare.com/,,8567092397,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-11-19 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
519d7372356fbe6de4f2f75b28a1a136,recHzkCdwMGujiJWO,Genfare,Company,[],,,,https://www.genfare.com/,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-11-18 23:59:59.999999 UTC
6c6d640c568dc698fde800ccce59d57e,recHzkCdwMGujiJWO,Genfare,Company,[],,,,https://www.genfare.com/,,,Static OK,RT Incomplete,,,[],,,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
a04d66c86bad5cf8ef4875603f49e30d,recrAXx6Cg2SQcv94,Hopthru,Company,[],,,,https://www.hopthru.com/,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
09a8faea3d64a824bdfd180052172f79,recrAXx6Cg2SQcv94,Hopthru,Company,[],,,,https://www.hopthru.com/,,,Static OK,RT Incomplete,,,[],,,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
cdbb5b8d0934bc8109c708e14be1e326,recVXBBs3qIfzZQAN,INIT SE,Company,[],,"Supplier of IT solutions for public transport. We understand the specific needs and challenges our customers face each day. To provide them maximum support, we cover all operational processes within a fully integrated ITS system and offer a wide variety of services to make their life easier. Every single day.",,https://www.initse.com/,,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
4e1cdc81cd447b75c6d8b333d46b9e0d,recVXBBs3qIfzZQAN,INIT SE,Company,[],,"Supplier of IT solutions for public transport. We understand the specific needs and challenges our customers face each day. To provide them maximum support, we cover all operational processes within a fully integrated ITS system and offer a wide variety of services to make their life easier. Every single day.",,https://www.initse.com/,,,Static OK,RT Incomplete,,,[],,,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
c89b091464f0ab0de29bd651c8ae5580,rec8JNlFS29ERXlOj,Kimochi,Non-Profit Organization,[],435,,,https://www.kimochi-inc.org/,#N/A,,Static OK,RT Incomplete,,,[],,,,,false,2022-06-29 00:00:00.000000 UTC,2022-10-17 23:59:59.999999 UTC
0d7efa1738f68841492686ae9a934cf7,rec8JNlFS29ERXlOj,Kimochi,Non-Profit Organization,[],435,,,https://www.kimochi-inc.org/,#N/A,,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-10-18 00:00:00.000000 UTC,2022-11-18 23:59:59.999999 UTC
0355d597967d29222e0643d2a7bddb2a,rec8JNlFS29ERXlOj,Kimochi,Non-Profit Organization,[],435,,,https://www.kimochi-inc.org/,#N/A,8567028097,Static OK,RT Incomplete,,Unknown,[],,,,,false,2022-11-19 00:00:00.000000 UTC,2022-12-01 23:59:59.999999 UTC
